A,B,V
407,407,1.0
408,408,1.0
409,26,1.0
409,27,1.0
409,52,1.0
409,113,1.0
409,115,1.0
409,149,1.0
409,172,1.0
409,186,1.0
409,187,1.0
409,207,1.0
409,243,1.0
409,251,1.0
409,253,1.0
409,285,1.0
409,363,1.0
409,383,1.0
409,398,1.0
409,409,1.0
410,24,1.0
410,52,1.0
410,88,1.0
410,99,1.0
410,113,1.0
410,130,1.0
410,171,1.0
410,172,1.0
410,186,1.0
410,187,1.0
410,212,1.0
410,221,1.0
410,232,1.0
410,253,1.0
410,271,1.0
410,281,1.0
410,363,1.0
410,368,1.0
410,375,1.0
410,410,1.0
411,16,1.0
411,29,1.0
411,58,1.0
411,75,1.0
411,76,1.0
411,81,1.0
411,82,1.0
411,107,1.0
411,109,1.0
411,111,1.0
411,112,1.0
411,117,1.0
411,148,1.0
411,151,1.0
411,161,1.0
411,163,1.0
411,165,1.0
411,195,1.0
411,204,1.0
411,231,1.0
411,250,1.0
411,254,1.0
411,270,1.0
411,316,1.0
411,325,1.0
411,327,1.0
411,345,1.0
411,351,1.0
411,374,1.0
411,388,1.0
411,393,1.0
411,397,1.0
411,411,1.0
411,414,1.0
411,415,1.0
411,424,1.0
411,440,1.0
411,442,1.0
411,448,1.0
411,450,1.0
411,455,1.0
411,459,1.0
411,468,1.0
411,470,1.0
411,472,1.0
411,474,1.0
411,478,1.0
411,480,1.0
411,483,1.0
411,494,1.0
411,498,1.0
411,502,1.0
411,506,1.0
411,509,1.0
411,520,1.0
411,523,1.0
411,527,1.0
411,529,1.0
411,538,1.0
411,541,1.0
412,383,1.0
412,398,1.0
412,412,1.0
412,435,1.0
412,440,1.0
412,441,1.0
412,479,1.0
412,527,1.0
413,413,1.0
414,16,1.0
414,29,1.0
414,48,1.0
414,52,1.0
414,58,1.0
414,75,1.0
414,76,1.0
414,81,1.0
414,82,1.0
414,107,1.0
414,109,1.0
414,111,1.0
414,112,1.0
414,113,1.0
414,117,1.0
414,148,1.0
414,151,1.0
414,161,1.0
414,163,1.0
414,165,1.0
414,172,1.0
414,186,1.0
414,187,1.0
414,195,1.0
414,196,1.0
414,204,1.0
414,231,1.0
414,250,1.0
414,253,1.0
414,254,1.0
414,270,1.0
414,316,1.0
414,325,1.0
414,327,1.0
414,345,1.0
414,351,1.0
414,363,1.0
414,374,1.0
414,388,1.0
414,393,1.0
414,397,1.0
414,411,1.0
414,414,1.0
414,424,1.0
414,472,1.0
414,506,1.0
414,529,1.0
415,16,1.0
415,29,1.0
415,58,1.0
415,75,1.0
415,76,1.0
415,81,1.0
415,82,1.0
415,107,1.0
415,109,1.0
415,111,1.0
415,112,1.0
415,117,1.0
415,148,1.0
415,151,1.0
415,161,1.0
415,163,1.0
415,165,1.0
415,195,1.0
415,204,1.0
415,231,1.0
415,250,1.0
415,254,1.0
415,270,1.0
415,316,1.0
415,325,1.0
415,327,1.0
415,345,1.0
415,351,1.0
415,374,1.0
415,388,1.0
415,393,1.0
415,397,1.0
415,411,1.0
415,415,1.0
415,424,1.0
415,440,1.0
415,442,1.0
415,448,1.0
415,450,1.0
415,455,1.0
415,459,1.0
415,468,1.0
415,470,1.0
415,472,1.0
415,474,1.0
415,478,1.0
415,480,1.0
415,483,1.0
415,494,1.0
415,498,1.0
415,502,1.0
415,506,1.0
415,509,1.0
415,520,1.0
415,523,1.0
415,527,1.0
415,529,1.0
415,538,1.0
415,541,1.0
416,52,1.0
416,113,1.0
416,172,1.0
416,186,1.0
416,187,1.0
416,253,1.0
416,363,1.0
416,416,1.0
416,424,1.0
416,426,1.0
416,428,1.0
416,446,1.0
416,472,1.0
416,479,1.0
416,506,1.0
416,529,1.0
416,532,1.0
416,533,1.0
417,417,1.0
418,418,1.0
419,419,1.0
420,420,1.0
421,421,1.0
422,422,1.0
423,322,1.0
423,423,1.0
423,424,1.0
423,430,1.0
423,447,1.0
423,454,1.0
423,455,1.0
423,459,1.0
423,472,1.0
423,478,1.0
423,479,1.0
423,536,1.0
423,539,1.0
423,541,1.0
424,0,1.0
424,16,1.0
424,17,1.0
424,24,1.0
424,29,1.0
424,47,1.0
424,48,1.0
424,52,1.0
424,58,1.0
424,73,1.0
424,75,1.0
424,76,1.0
424,81,1.0
424,82,1.0
424,88,1.0
424,99,1.0
424,103,1.0
424,106,1.0
424,107,1.0
424,109,1.0
424,111,1.0
424,112,1.0
424,113,1.0
424,117,1.0
424,130,1.0
424,148,1.0
424,151,1.0
424,161,1.0
424,163,1.0
424,165,1.0
424,171,1.0
424,172,1.0
424,182,1.0
424,186,1.0
424,187,1.0
424,195,1.0
424,196,1.0
424,204,1.0
424,212,1.0
424,221,1.0
424,231,1.0
424,232,1.0
424,250,1.0
424,253,1.0
424,254,1.0
424,263,1.0
424,270,1.0
424,271,1.0
424,281,1.0
424,312,1.0
424,316,1.0
424,322,1.0
424,325,1.0
424,327,1.0
424,345,1.0
424,351,1.0
424,363,1.0
424,368,1.0
424,374,1.0
424,375,1.0
424,388,1.0
424,393,1.0
424,397,1.0
424,411,1.0
424,414,1.0
424,415,1.0
424,416,1.0
424,423,1.0
424,424,1.0
425,425,1.0
426,52,1.0
426,113,1.0
426,172,1.0
426,186,1.0
426,187,1.0
426,253,1.0
426,285,1.0
426,363,1.0
426,416,1.0
426,426,1.0
427,427,1.0
428,52,1.0
428,113,1.0
428,172,1.0
428,186,1.0
428,187,1.0
428,253,1.0
428,285,1.0
428,363,1.0
428,416,1.0
428,428,1.0
428,446,1.0
428,533,1.0
429,115,1.0
429,251,1.0
429,429,1.0
429,450,1.0
429,459,1.0
429,463,1.0
429,533,1.0
430,26,1.0
430,77,1.0
430,100,1.0
430,180,1.0
430,192,1.0
430,243,1.0
430,322,1.0
430,423,1.0
430,430,1.0
431,431,1.0
432,432,1.0
433,433,1.0
434,24,1.0
434,88,1.0
434,99,1.0
434,130,1.0
434,171,1.0
434,221,1.0
434,232,1.0
434,281,1.0
434,375,1.0
434,383,1.0
434,398,1.0
434,434,1.0
434,539,1.0
435,149,1.0
435,383,1.0
435,398,1.0
435,412,1.0
435,435,1.0
435,440,1.0
435,479,1.0
436,24,1.0
436,88,1.0
436,99,1.0
436,130,1.0
436,171,1.0
436,221,1.0
436,232,1.0
436,281,1.0
436,375,1.0
436,436,1.0
436,450,1.0
436,466,1.0
436,480,1.0
436,482,1.0
436,483,1.0
436,509,1.0
436,533,1.0
436,539,1.0
436,541,1.0
437,437,1.0
438,438,1.0
439,439,1.0
440,16,1.0
440,17,1.0
440,29,1.0
440,49,1.0
440,51,1.0
440,58,1.0
440,71,1.0
440,75,1.0
440,76,1.0
440,81,1.0
440,82,1.0
440,107,1.0
440,109,1.0
440,111,1.0
440,112,1.0
440,117,1.0
440,148,1.0
440,149,1.0
440,151,1.0
440,161,1.0
440,163,1.0
440,165,1.0
440,195,1.0
440,204,1.0
440,231,1.0
440,250,1.0
440,254,1.0
440,270,1.0
440,316,1.0
440,325,1.0
440,327,1.0
440,345,1.0
440,351,1.0
440,374,1.0
440,383,1.0
440,388,1.0
440,393,1.0
440,397,1.0
440,398,1.0
440,411,1.0
440,412,1.0
440,415,1.0
440,435,1.0
440,440,1.0
441,383,1.0
441,398,1.0
441,412,1.0
441,441,1.0
441,479,1.0
441,527,1.0
442,16,1.0
442,29,1.0
442,58,1.0
442,75,1.0
442,76,1.0
442,81,1.0
442,82,1.0
442,107,1.0
442,109,1.0
442,111,1.0
442,112,1.0
442,117,1.0
442,148,1.0
442,151,1.0
442,161,1.0
442,163,1.0
442,165,1.0
442,195,1.0
442,204,1.0
442,231,1.0
442,250,1.0
442,254,1.0
442,270,1.0
442,316,1.0
442,325,1.0
442,327,1.0
442,345,1.0
442,351,1.0
442,374,1.0
442,388,1.0
442,393,1.0
442,397,1.0
442,411,1.0
442,415,1.0
442,442,1.0
442,448,1.0
442,450,1.0
442,455,1.0
442,459,1.0
442,468,1.0
442,470,1.0
442,472,1.0
442,474,1.0
442,478,1.0
442,480,1.0
442,483,1.0
442,494,1.0
442,498,1.0
442,502,1.0
442,506,1.0
442,509,1.0
442,520,1.0
442,523,1.0
442,527,1.0
442,529,1.0
442,538,1.0
442,541,1.0
443,443,1.0
444,444,1.0
445,56,1.0
445,157,1.0
445,445,1.0
445,452,1.0
445,480,1.0
445,514,1.0
445,530,1.0
445,533,1.0
446,52,1.0
446,113,1.0
446,172,1.0
446,186,1.0
446,187,1.0
446,253,1.0
446,285,1.0
446,363,1.0
446,416,1.0
446,428,1.0
446,446,1.0
447,26,1.0
447,77,1.0
447,100,1.0
447,180,1.0
447,192,1.0
447,243,1.0
447,322,1.0
447,423,1.0
447,447,1.0
447,454,1.0
447,459,1.0
447,472,1.0
447,478,1.0
447,479,1.0
447,536,1.0
447,539,1.0
447,541,1.0
448,16,1.0
448,29,1.0
448,58,1.0
448,75,1.0
448,76,1.0
448,81,1.0
448,82,1.0
448,107,1.0
448,109,1.0
448,111,1.0
448,112,1.0
448,117,1.0
448,148,1.0
448,151,1.0
448,161,1.0
448,163,1.0
448,165,1.0
448,195,1.0
448,204,1.0
448,231,1.0
448,250,1.0
448,254,1.0
448,270,1.0
448,316,1.0
448,325,1.0
448,327,1.0
448,345,1.0
448,351,1.0
448,374,1.0
448,388,1.0
448,393,1.0
448,397,1.0
448,411,1.0
448,415,1.0
448,442,1.0
448,448,1.0
448,450,1.0
448,455,1.0
448,459,1.0
448,468,1.0
448,470,1.0
448,472,1.0
448,474,1.0
448,478,1.0
448,480,1.0
448,483,1.0
448,494,1.0
448,498,1.0
448,502,1.0
448,506,1.0
448,509,1.0
448,520,1.0
448,523,1.0
448,527,1.0
448,529,1.0
448,538,1.0
448,541,1.0
449,449,1.0
450,0,1.0
450,16,1.0
450,17,1.0
450,24,1.0
450,29,1.0
450,40,1.0
450,49,1.0
450,58,1.0
450,59,1.0
450,75,1.0
450,76,1.0
450,81,1.0
450,82,1.0
450,88,1.0
450,99,1.0
450,106,1.0
450,107,1.0
450,109,1.0
450,111,1.0
450,112,1.0
450,115,1.0
450,117,1.0
450,130,1.0
450,148,1.0
450,149,1.0
450,151,1.0
450,161,1.0
450,163,1.0
450,165,1.0
450,171,1.0
450,195,1.0
450,204,1.0
450,212,1.0
450,221,1.0
450,231,1.0
450,232,1.0
450,250,1.0
450,251,1.0
450,254,1.0
450,263,1.0
450,270,1.0
450,271,1.0
450,281,1.0
450,285,1.0
450,307,1.0
450,312,1.0
450,316,1.0
450,325,1.0
450,327,1.0
450,345,1.0
450,346,1.0
450,351,1.0
450,368,1.0
450,374,1.0
450,375,1.0
450,388,1.0
450,393,1.0
450,397,1.0
450,411,1.0
450,415,1.0
450,429,1.0
450,436,1.0
450,442,1.0
450,448,1.0
450,450,1.0
451,451,1.0
452,7,1.0
452,15,1.0
452,18,1.0
452,37,1.0
452,56,1.0
452,157,1.0
452,179,1.0
452,205,1.0
452,320,1.0
452,331,1.0
452,348,1.0
452,384,1.0
452,445,1.0
452,452,1.0
453,453,1.0
454,26,1.0
454,77,1.0
454,100,1.0
454,180,1.0
454,192,1.0
454,243,1.0
454,322,1.0
454,423,1.0
454,447,1.0
454,454,1.0
454,478,1.0
454,541,1.0
455,16,1.0
455,29,1.0
455,47,1.0
455,58,1.0
455,75,1.0
455,76,1.0
455,81,1.0
455,82,1.0
455,107,1.0
455,109,1.0
455,111,1.0
455,112,1.0
455,117,1.0
455,148,1.0
455,151,1.0
455,161,1.0
455,163,1.0
455,165,1.0
455,195,1.0
455,204,1.0
455,231,1.0
455,250,1.0
455,254,1.0
455,270,1.0
455,316,1.0
455,322,1.0
455,325,1.0
455,327,1.0
455,345,1.0
455,351,1.0
455,374,1.0
455,388,1.0
455,393,1.0
455,397,1.0
455,411,1.0
455,415,1.0
455,423,1.0
455,442,1.0
455,448,1.0
455,455,1.0
455,459,1.0
455,472,1.0
455,478,1.0
455,541,1.0
456,149,1.0
456,456,1.0
456,464,1.0
456,468,1.0
456,478,1.0
456,479,1.0
456,480,1.0
456,494,1.0
456,523,1.0
456,527,1.0
456,533,1.0
456,539,1.0
457,457,1.0
458,458,1.0
459,16,1.0
459,26,1.0
459,29,1.0
459,47,1.0
459,58,1.0
459,71,1.0
459,75,1.0
459,76,1.0
459,77,1.0
459,81,1.0
459,82,1.0
459,100,1.0
459,107,1.0
459,109,1.0
459,111,1.0
459,112,1.0
459,115,1.0
459,117,1.0
459,148,1.0
459,151,1.0
459,161,1.0
459,163,1.0
459,165,1.0
459,180,1.0
459,192,1.0
459,195,1.0
459,204,1.0
459,231,1.0
459,243,1.0
459,250,1.0
459,251,1.0
459,254,1.0
459,270,1.0
459,280,1.0
459,296,1.0
459,316,1.0
459,322,1.0
459,325,1.0
459,327,1.0
459,345,1.0
459,351,1.0
459,374,1.0
459,388,1.0
459,393,1.0
459,397,1.0
459,411,1.0
459,415,1.0
459,423,1.0
459,429,1.0
459,442,1.0
459,447,1.0
459,448,1.0
459,455,1.0
459,459,1.0
460,460,1.0
461,461,1.0
462,462,1.0
463,115,1.0
463,251,1.0
463,429,1.0
463,463,1.0
463,533,1.0
464,149,1.0
464,456,1.0
464,464,1.0
464,468,1.0
464,478,1.0
464,479,1.0
464,480,1.0
464,494,1.0
464,523,1.0
464,527,1.0
464,533,1.0
464,539,1.0
465,465,1.0
466,24,1.0
466,88,1.0
466,99,1.0
466,130,1.0
466,171,1.0
466,221,1.0
466,232,1.0
466,281,1.0
466,375,1.0
466,436,1.0
466,466,1.0
466,480,1.0
466,482,1.0
466,483,1.0
466,509,1.0
466,533,1.0
466,539,1.0
466,541,1.0
467,467,1.0
468,16,1.0
468,29,1.0
468,49,1.0
468,58,1.0
468,75,1.0
468,76,1.0
468,81,1.0
468,82,1.0
468,107,1.0
468,109,1.0
468,111,1.0
468,112,1.0
468,117,1.0
468,148,1.0
468,149,1.0
468,151,1.0
468,161,1.0
468,163,1.0
468,165,1.0
468,195,1.0
468,204,1.0
468,231,1.0
468,250,1.0
468,254,1.0
468,270,1.0
468,285,1.0
468,316,1.0
468,325,1.0
468,327,1.0
468,345,1.0
468,351,1.0
468,374,1.0
468,383,1.0
468,388,1.0
468,393,1.0
468,397,1.0
468,398,1.0
468,411,1.0
468,415,1.0
468,442,1.0
468,448,1.0
468,456,1.0
468,464,1.0
468,468,1.0
468,494,1.0
469,40,1.0
469,212,1.0
469,285,1.0
469,368,1.0
469,469,1.0
470,16,1.0
470,29,1.0
470,58,1.0
470,75,1.0
470,76,1.0
470,81,1.0
470,82,1.0
470,107,1.0
470,109,1.0
470,111,1.0
470,112,1.0
470,117,1.0
470,148,1.0
470,151,1.0
470,161,1.0
470,163,1.0
470,165,1.0
470,195,1.0
470,204,1.0
470,231,1.0
470,250,1.0
470,254,1.0
470,270,1.0
470,316,1.0
470,325,1.0
470,327,1.0
470,345,1.0
470,351,1.0
470,371,1.0
470,374,1.0
470,388,1.0
470,393,1.0
470,397,1.0
470,411,1.0
470,415,1.0
470,442,1.0
470,448,1.0
470,470,1.0
471,471,1.0
472,16,1.0
472,26,1.0
472,29,1.0
472,47,1.0
472,48,1.0
472,52,1.0
472,58,1.0
472,75,1.0
472,76,1.0
472,77,1.0
472,81,1.0
472,82,1.0
472,100,1.0
472,107,1.0
472,109,1.0
472,111,1.0
472,112,1.0
472,113,1.0
472,117,1.0
472,148,1.0
472,151,1.0
472,161,1.0
472,163,1.0
472,165,1.0
472,172,1.0
472,180,1.0
472,186,1.0
472,187,1.0
472,192,1.0
472,195,1.0
472,196,1.0
472,204,1.0
472,231,1.0
472,243,1.0
472,250,1.0
472,253,1.0
472,254,1.0
472,270,1.0
472,280,1.0
472,316,1.0
472,322,1.0
472,325,1.0
472,327,1.0
472,345,1.0
472,351,1.0
472,363,1.0
472,374,1.0
472,388,1.0
472,393,1.0
472,397,1.0
472,411,1.0
472,414,1.0
472,415,1.0
472,416,1.0
472,423,1.0
472,442,1.0
472,447,1.0
472,448,1.0
472,455,1.0
472,472,1.0
473,473,1.0
474,16,1.0
474,29,1.0
474,58,1.0
474,75,1.0
474,76,1.0
474,81,1.0
474,82,1.0
474,107,1.0
474,109,1.0
474,111,1.0
474,112,1.0
474,117,1.0
474,148,1.0
474,151,1.0
474,161,1.0
474,163,1.0
474,165,1.0
474,195,1.0
474,204,1.0
474,231,1.0
474,250,1.0
474,254,1.0
474,270,1.0
474,316,1.0
474,325,1.0
474,327,1.0
474,345,1.0
474,351,1.0
474,374,1.0
474,388,1.0
474,393,1.0
474,397,1.0
474,411,1.0
474,415,1.0
474,442,1.0
474,448,1.0
474,474,1.0
474,478,1.0
474,480,1.0
474,483,1.0
474,494,1.0
474,498,1.0
474,502,1.0
474,506,1.0
474,509,1.0
474,520,1.0
474,523,1.0
474,527,1.0
474,529,1.0
474,538,1.0
474,541,1.0
475,475,1.0
476,476,1.0
477,477,1.0
478,16,1.0
478,26,1.0
478,29,1.0
478,47,1.0
478,49,1.0
478,58,1.0
478,75,1.0
478,76,1.0
478,77,1.0
478,81,1.0
478,82,1.0
478,100,1.0
478,107,1.0
478,109,1.0
478,111,1.0
478,112,1.0
478,117,1.0
478,148,1.0
478,149,1.0
478,151,1.0
478,161,1.0
478,163,1.0
478,165,1.0
478,180,1.0
478,192,1.0
478,195,1.0
478,204,1.0
478,231,1.0
478,243,1.0
478,250,1.0
478,254,1.0
478,270,1.0
478,280,1.0
478,310,1.0
478,316,1.0
478,322,1.0
478,325,1.0
478,327,1.0
478,345,1.0
478,351,1.0
478,374,1.0
478,388,1.0
478,393,1.0
478,394,1.0
478,397,1.0
478,411,1.0
478,415,1.0
478,423,1.0
478,442,1.0
478,447,1.0
478,448,1.0
478,454,1.0
478,455,1.0
478,456,1.0
478,464,1.0
478,474,1.0
478,478,1.0
479,17,1.0
479,26,1.0
479,52,1.0
479,77,1.0
479,100,1.0
479,113,1.0
479,149,1.0
479,172,1.0
479,180,1.0
479,182,1.0
479,186,1.0
479,187,1.0
479,192,1.0
479,201,1.0
479,207,1.0
479,243,1.0
479,253,1.0
479,322,1.0
479,363,1.0
479,383,1.0
479,398,1.0
479,412,1.0
479,416,1.0
479,423,1.0
479,435,1.0
479,441,1.0
479,447,1.0
479,456,1.0
479,464,1.0
479,479,1.0
480,0,1.0
480,16,1.0
480,17,1.0
480,24,1.0
480,29,1.0
480,38,1.0
480,49,1.0
480,56,1.0
480,58,1.0
480,75,1.0
480,76,1.0
480,81,1.0
480,82,1.0
480,88,1.0
480,99,1.0
480,107,1.0
480,109,1.0
480,111,1.0
480,112,1.0
480,117,1.0
480,130,1.0
480,148,1.0
480,149,1.0
480,151,1.0
480,157,1.0
480,161,1.0
480,163,1.0
480,165,1.0
480,171,1.0
480,195,1.0
480,204,1.0
480,221,1.0
480,231,1.0
480,232,1.0
480,250,1.0
480,254,1.0
480,263,1.0
480,270,1.0
480,281,1.0
480,312,1.0
480,316,1.0
480,325,1.0
480,327,1.0
480,345,1.0
480,351,1.0
480,374,1.0
480,375,1.0
480,388,1.0
480,393,1.0
480,397,1.0
480,411,1.0
480,415,1.0
480,436,1.0
480,442,1.0
480,445,1.0
480,448,1.0
480,456,1.0
480,464,1.0
480,466,1.0
480,474,1.0
480,480,1.0
481,481,1.0
482,17,1.0
482,24,1.0
482,88,1.0
482,99,1.0
482,130,1.0
482,171,1.0
482,183,1.0
482,221,1.0
482,232,1.0
482,281,1.0
482,285,1.0
482,375,1.0
482,436,1.0
482,466,1.0
482,482,1.0
483,16,1.0
483,24,1.0
483,29,1.0
483,58,1.0
483,75,1.0
483,76,1.0
483,81,1.0
483,82,1.0
483,88,1.0
483,99,1.0
483,107,1.0
483,109,1.0
483,111,1.0
483,112,1.0
483,117,1.0
483,130,1.0
483,148,1.0
483,151,1.0
483,161,1.0
483,163,1.0
483,165,1.0
483,171,1.0
483,195,1.0
483,204,1.0
483,221,1.0
483,231,1.0
483,232,1.0
483,250,1.0
483,254,1.0
483,270,1.0
483,281,1.0
483,316,1.0
483,325,1.0
483,327,1.0
483,345,1.0
483,351,1.0
483,374,1.0
483,375,1.0
483,388,1.0
483,393,1.0
483,397,1.0
483,411,1.0
483,415,1.0
483,436,1.0
483,442,1.0
483,448,1.0
483,466,1.0
483,474,1.0
483,483,1.0
483,509,1.0
483,541,1.0
484,484,1.0
485,485,1.0
486,486,1.0
487,487,1.0
488,488,1.0
489,489,1.0
490,490,1.0
491,491,1.0
492,492,1.0
493,493,1.0
494,16,1.0
494,29,1.0
494,49,1.0
494,58,1.0
494,75,1.0
494,76,1.0
494,81,1.0
494,82,1.0
494,107,1.0
494,109,1.0
494,111,1.0
494,112,1.0
494,117,1.0
494,148,1.0
494,149,1.0
494,151,1.0
494,161,1.0
494,163,1.0
494,165,1.0
494,195,1.0
494,204,1.0
494,231,1.0
494,250,1.0
494,254,1.0
494,270,1.0
494,285,1.0
494,316,1.0
494,325,1.0
494,327,1.0
494,345,1.0
494,351,1.0
494,374,1.0
494,383,1.0
494,388,1.0
494,393,1.0
494,397,1.0
494,398,1.0
494,411,1.0
494,415,1.0
494,442,1.0
494,448,1.0
494,456,1.0
494,464,1.0
494,468,1.0
494,474,1.0
494,494,1.0
495,495,1.0
496,496,1.0
497,497,1.0
498,16,1.0
498,26,1.0
498,29,1.0
498,58,1.0
498,75,1.0
498,76,1.0
498,81,1.0
498,82,1.0
498,86,1.0
498,107,1.0
498,109,1.0
498,111,1.0
498,112,1.0
498,117,1.0
498,148,1.0
498,151,1.0
498,161,1.0
498,163,1.0
498,165,1.0
498,195,1.0
498,204,1.0
498,231,1.0
498,243,1.0
498,250,1.0
498,254,1.0
498,270,1.0
498,280,1.0
498,310,1.0
498,316,1.0
498,325,1.0
498,327,1.0
498,345,1.0
498,351,1.0
498,374,1.0
498,388,1.0
498,393,1.0
498,394,1.0
498,397,1.0
498,411,1.0
498,415,1.0
498,442,1.0
498,448,1.0
498,474,1.0
498,498,1.0
498,541,1.0
499,499,1.0
500,500,1.0
501,501,1.0
502,16,1.0
502,29,1.0
502,40,1.0
502,58,1.0
502,75,1.0
502,76,1.0
502,81,1.0
502,82,1.0
502,107,1.0
502,109,1.0
502,111,1.0
502,112,1.0
502,117,1.0
502,148,1.0
502,151,1.0
502,161,1.0
502,163,1.0
502,165,1.0
502,195,1.0
502,204,1.0
502,231,1.0
502,250,1.0
502,254,1.0
502,270,1.0
502,285,1.0
502,316,1.0
502,325,1.0
502,327,1.0
502,345,1.0
502,351,1.0
502,374,1.0
502,388,1.0
502,393,1.0
502,397,1.0
502,411,1.0
502,415,1.0
502,442,1.0
502,448,1.0
502,474,1.0
502,502,1.0
503,503,1.0
504,383,1.0
504,398,1.0
504,504,1.0
505,505,1.0
506,16,1.0
506,29,1.0
506,48,1.0
506,52,1.0
506,58,1.0
506,75,1.0
506,76,1.0
506,81,1.0
506,82,1.0
506,107,1.0
506,109,1.0
506,111,1.0
506,112,1.0
506,113,1.0
506,117,1.0
506,148,1.0
506,151,1.0
506,161,1.0
506,163,1.0
506,165,1.0
506,172,1.0
506,186,1.0
506,187,1.0
506,195,1.0
506,196,1.0
506,204,1.0
506,231,1.0
506,250,1.0
506,253,1.0
506,254,1.0
506,270,1.0
506,316,1.0
506,325,1.0
506,327,1.0
506,345,1.0
506,351,1.0
506,363,1.0
506,374,1.0
506,388,1.0
506,393,1.0
506,397,1.0
506,411,1.0
506,414,1.0
506,415,1.0
506,416,1.0
506,442,1.0
506,448,1.0
506,474,1.0
506,506,1.0
506,529,1.0
507,507,1.0
508,508,1.0
509,16,1.0
509,24,1.0
509,29,1.0
509,58,1.0
509,75,1.0
509,76,1.0
509,81,1.0
509,82,1.0
509,88,1.0
509,99,1.0
509,107,1.0
509,109,1.0
509,111,1.0
509,112,1.0
509,117,1.0
509,130,1.0
509,148,1.0
509,151,1.0
509,161,1.0
509,163,1.0
509,165,1.0
509,171,1.0
509,195,1.0
509,204,1.0
509,221,1.0
509,231,1.0
509,232,1.0
509,250,1.0
509,254,1.0
509,270,1.0
509,281,1.0
509,316,1.0
509,325,1.0
509,327,1.0
509,345,1.0
509,351,1.0
509,374,1.0
509,375,1.0
509,388,1.0
509,393,1.0
509,397,1.0
509,411,1.0
509,415,1.0
509,436,1.0
509,442,1.0
509,448,1.0
509,466,1.0
509,474,1.0
509,483,1.0
509,509,1.0
510,510,1.0
511,383,1.0
511,398,1.0
511,511,1.0
511,527,1.0
511,539,1.0
512,512,1.0
513,513,1.0
514,7,1.0
514,18,1.0
514,37,1.0
514,56,1.0
514,157,1.0
514,179,1.0
514,205,1.0
514,320,1.0
514,348,1.0
514,384,1.0
514,445,1.0
514,514,1.0
514,530,1.0
514,533,1.0
515,515,1.0
516,516,1.0
517,86,1.0
517,517,1.0
517,541,1.0
518,518,1.0
519,519,1.0
520,16,1.0
520,29,1.0
520,58,1.0
520,75,1.0
520,76,1.0
520,81,1.0
520,82,1.0
520,107,1.0
520,109,1.0
520,111,1.0
520,112,1.0
520,117,1.0
520,148,1.0
520,151,1.0
520,161,1.0
520,163,1.0
520,165,1.0
520,195,1.0
520,204,1.0
520,231,1.0
520,250,1.0
520,254,1.0
520,270,1.0
520,316,1.0
520,325,1.0
520,327,1.0
520,345,1.0
520,351,1.0
520,374,1.0
520,388,1.0
520,393,1.0
520,397,1.0
520,411,1.0
520,415,1.0
520,442,1.0
520,448,1.0
520,474,1.0
520,520,1.0
520,523,1.0
520,527,1.0
520,529,1.0
520,538,1.0
520,541,1.0
521,521,1.0
522,522,1.0
523,16,1.0
523,29,1.0
523,49,1.0
523,58,1.0
523,75,1.0
523,76,1.0
523,81,1.0
523,82,1.0
523,107,1.0
523,109,1.0
523,111,1.0
523,112,1.0
523,117,1.0
523,148,1.0
523,149,1.0
523,151,1.0
523,161,1.0
523,163,1.0
523,165,1.0
523,195,1.0
523,204,1.0
523,231,1.0
523,250,1.0
523,254,1.0
523,270,1.0
523,285,1.0
523,316,1.0
523,325,1.0
523,327,1.0
523,345,1.0
523,351,1.0
523,374,1.0
523,388,1.0
523,393,1.0
523,397,1.0
523,411,1.0
523,415,1.0
523,442,1.0
523,448,1.0
523,456,1.0
523,464,1.0
523,474,1.0
523,520,1.0
523,523,1.0
524,524,1.0
525,525,1.0
526,526,1.0
527,16,1.0
527,29,1.0
527,49,1.0
527,58,1.0
527,75,1.0
527,76,1.0
527,81,1.0
527,82,1.0
527,107,1.0
527,109,1.0
527,111,1.0
527,112,1.0
527,117,1.0
527,148,1.0
527,149,1.0
527,151,1.0
527,161,1.0
527,163,1.0
527,165,1.0
527,195,1.0
527,204,1.0
527,231,1.0
527,250,1.0
527,254,1.0
527,270,1.0
527,316,1.0
527,325,1.0
527,327,1.0
527,345,1.0
527,351,1.0
527,374,1.0
527,383,1.0
527,388,1.0
527,393,1.0
527,397,1.0
527,398,1.0
527,411,1.0
527,412,1.0
527,415,1.0
527,441,1.0
527,442,1.0
527,448,1.0
527,456,1.0
527,464,1.0
527,474,1.0
527,511,1.0
527,520,1.0
527,527,1.0
528,528,1.0
529,16,1.0
529,29,1.0
529,48,1.0
529,52,1.0
529,58,1.0
529,75,1.0
529,76,1.0
529,81,1.0
529,82,1.0
529,107,1.0
529,109,1.0
529,111,1.0
529,112,1.0
529,113,1.0
529,117,1.0
529,148,1.0
529,151,1.0
529,161,1.0
529,163,1.0
529,165,1.0
529,172,1.0
529,186,1.0
529,187,1.0
529,195,1.0
529,196,1.0
529,204,1.0
529,231,1.0
529,250,1.0
529,253,1.0
529,254,1.0
529,270,1.0
529,316,1.0
529,325,1.0
529,327,1.0
529,345,1.0
529,351,1.0
529,363,1.0
529,374,1.0
529,388,1.0
529,393,1.0
529,397,1.0
529,411,1.0
529,414,1.0
529,415,1.0
529,416,1.0
529,442,1.0
529,448,1.0
529,474,1.0
529,506,1.0
529,520,1.0
529,529,1.0
